1.3114828e-07	0.01831564	0.01976876
1.76853e-07	0.01831564	0.022923492
2.7669333e-07	0.01831564	0.02853323
5.093762e-07	0.01831564	0.038244925
1.1358866e-06	0.01831564	0.05562483
3.2239932e-06	0.018315647	0.08883022
1.2552961e-05	0.018315664	0.1575577
7.300675e-05	0.018315708	0.30729473
0.0006219675	0.01831591	0.5979576
0.005209277	0.018317254	0.91778356
0.016403666	0.018787982	0.99886155
0.043411646	0.020594092	0.96105653
0.15480524	0.02599558	0.74335957
0.65188414	0.044946764	0.2934982
0.96405286	0.09075232	0.048363294
